https://houseplantshop.com/collections/all-plants/products/philodendron-monstera-split-leaf	Monstera 'Split-Leaf'	19.99
https://houseplantshop.com/collections/all-plants/products/pothos-njoy	Pothos 'N'joy'	13.99
https://houseplantshop.com/collections/all-plants/products/parlor-palm	Parlor Palm	13.99
https://houseplantshop.com/collections/all-plants/products/philodendron-mini-monstera-minima	Rhaphidophora 'Mini Monstera'	18.99
https://houseplantshop.com/collections/all-plants/products/pothos-golden-live-plant	Pothos 'Golden'	13.99
https://houseplantshop.com/collections/all-plants/products/routeins	Route Package Protection	0.98
https://houseplantshop.com/collections/all-plants/products/3-ionantha-guatemala-air-plants-free-care-guide-blooms-3-times-a-year-1	3 Ionantha Guatemala Air Plants - 2 Inch	9.99
https://houseplantshop.com/collections/all-plants/products/succulent-string-of-pearls	Succulent 'String of Pearls'	12.99
https://houseplantshop.com/collections/all-plants/products/philodendron-monstera-adansonii-swiss-cheese	Monstera Adansonii 'Swiss Cheese'	20.99
https://houseplantshop.com/collections/all-plants/products/zamioculcas-zamiifolia-zz-plant	Zamioculcas Zamiifolia 'ZZ'	24.99
https://houseplantshop.com/collections/all-plants/products/pilea-peperomioides-chinese-money	Pilea Peperomioides 'Chinese Money'	22.99
https://houseplantshop.com/collections/all-plants/products/copy-of-spider-plant-reverse	Spider Plant 'Reverse'	13.99
https://houseplantshop.com/collections/all-plants/products/pothos-neon-live-plant-4-pot	Pothos 'Neon'	21.99
https://houseplantshop.com/collections/all-plants/products/staghorn-fern-in-4-pot	Money Tree 'Guiana Chestnut' Pachira Braid	29.99
https://houseplantshop.com/collections/all-plants/products/spider-plant-bonnie-varigated-chlorpohytum	Spider Plant 'Bonnie'	21.99
https://houseplantshop.com/collections/all-plants/products/arabica-coffee-plant	Arabica Coffee	13.99
https://houseplantshop.com/collections/all-plants/products/philodendron-hederaceum-brasil	Philodendron Hederaceum 'Brasil'	19.99
https://houseplantshop.com/collections/all-plants/products/philodendron-cordatum-heartleaf	Philodendron Cordatum 'Heartleaf'	13.99
https://houseplantshop.com/collections/all-plants/products/rosy-maidenhair-fern-in-4-pot	Maidenhair Fern	19.99
https://houseplantshop.com/collections/all-plants/products/red-prayer-maranta-plant	Maranta 'Red Prayer'	22.99
https://houseplantshop.com/collections/all-plants/products/pothos-satin-4-pot	Pothos 'Satin'	14.99
https://houseplantshop.com/collections/all-plants/products/peperomia-rosso	Peperomia 'Rosso'	19.99
https://houseplantshop.com/collections/all-plants/products/peperomia-ginny	Peperomia Thailand	13.99
https://houseplantshop.com/collections/all-plants/products/calathea-rattlesnake-plant-in-4-pot	Calathea Lancifolia 'Rattlesnake'	24.99
https://houseplantshop.com/collections/all-plants/products/winter-plant-shipping-protection	Winter Plant Shipping Protection	2.99
https://houseplantshop.com/collections/all-plants/products/birds-nest-nidus-fern-in-4-pot	Bird's Nest 'Nidus' Fern	19.99
https://houseplantshop.com/collections/all-plants/products/mystery-house-plant-in-4-pot	Mystery House Plant	18.99
https://houseplantshop.com/collections/all-plants/products/sale-snake-plant-laurentii-sansevieria	Snake Plant 'Laurentii'	13.99
https://houseplantshop.com/collections/all-plants/products/pothos-silver-splash	Scindapsus Pictus 'Exotica'	20.99
https://houseplantshop.com/collections/all-plants/products/copy-of-peperomia-marble	Peperomia 'Marble'	13.99
https://houseplantshop.com/collections/all-plants/products/dracaena-janet-craig	Dracaena 'Janet Craig'	13.99
https://houseplantshop.com/collections/all-plants/products/dieffenbachia-camille-in-pot-4-pot	Dieffenbachia Camille	13.99
https://houseplantshop.com/collections/all-plants/products/dracaena-deremensis-lemon-suprise-in-4-pot	Dracaena Deremensis 'Lemon Surprise'	19.99
https://houseplantshop.com/collections/all-plants/products/pothos-snow-queen	Pothos 'Marble Queen'	24.99
https://houseplantshop.com/collections/all-plants/products/jester-crown-fern	Jester's Crown Fern	19.99
https://houseplantshop.com/collections/all-plants/products/peperomia-watermelon	Peperomia 'Watermelon'	22.99
https://houseplantshop.com/collections/all-plants/products/croton-petro-in-4-pot	Croton Petra 'Joseph's Coat'	13.99
https://houseplantshop.com/collections/all-plants/products/palm-ponytail	Palm Ponytail	13.99
https://houseplantshop.com/collections/all-plants/products/english-ivy-green-california-in-4-pot	English Ivy 'Green California'	13.99
https://houseplantshop.com/collections/all-plants/products/ficus-lyrata-plant-in-fiddle-leaf-fig	Ficus Lyrata 'Fiddle Leaf Fig'	22.99
https://houseplantshop.com/collections/all-plants/products/staghorn-fern	Staghorn Fern	19.99
https://houseplantshop.com/collections/all-plants/products/lemon-butter-fern	Lemon Button Fern	19.99
https://houseplantshop.com/collections/all-plants/products/lipstick-black-pagoda	Lipstick 'Black Pagoda'	22.99
https://houseplantshop.com/collections/all-plants/products/ficus-burgundy-elastica	Ficus Elastica 'Burgundy'	22.99
https://houseplantshop.com/collections/all-plants/products/schefflera-arboricola	Schefflera Arboricola	16.99
https://houseplantshop.com/collections/all-plants/products/spathiphyllum-white	Spathiphyllum 'Peace Lily'	29.99
https://houseplantshop.com/collections/all-plants/products/1-aloe-vera-succulent	Aloe Vera	24.99
https://houseplantshop.com/collections/all-plants/products/snake-zeylanica	Snake Plant 'Zeylanica'	13.99
https://houseplantshop.com/collections/all-plants/products/hoya-sweetheart-variegated	Hoya 'Sweetheart Variegated'	19.99
https://houseplantshop.com/collections/all-plants/products/gold-dust-croton-plant	Croton 'Gold Dust'	13.99
https://houseplantshop.com/collections/all-plants/products/philodendron-velvet	Philodendron 'Velvet'	25.99
https://houseplantshop.com/collections/all-plants/products/peperomia-green-bean	Peperomia 'Green Bean'	19.99
https://houseplantshop.com/collections/all-plants/products/live-pothos-njoy-live-plant-4-pot	Pothos 'Green Queen'	19.99
https://houseplantshop.com/collections/all-plants/products/maranta-lemon-lime-plant	Maranta 'Lemon Lime'	19.99
https://houseplantshop.com/collections/all-plants/products/hoya-sweetheart-4-pot-wax-plant	Hoya 'Sweetheart'	19.99
https://houseplantshop.com/collections/all-plants/products/pet-friendly-bundle	Pet Friendly Variety Bundle	29.99
https://houseplantshop.com/collections/all-plants/products/anthurium-red-plant-in-4-pot	Anthurium 'Red'	24.99
https://houseplantshop.com/collections/all-plants/products/hoya-rope-plant-wax-plant	Hoya 'Rope Plant'	17.99
https://houseplantshop.com/collections/all-plants/products/stromanthe-triostar	Stromanthe 'Triostar'	24.99
https://houseplantshop.com/collections/all-plants/products/anthurium-pink-4-pot	Anthurium 'Pink'	24.99
https://houseplantshop.com/collections/all-plants/products/tillandsia-air-plants-fertilizer-2oz-bottle	Tillandsia Air Plants Fertilizer - 2oz	2.99
https://houseplantshop.com/collections/all-plants/products/philodendron-birkin	Philodendron 'Birkin'	23.99
https://houseplantshop.com/collections/all-plants/products/dracaena-warneckii-white-jewel	Dracaena Warneckii 'White Jewel'	19.99
https://houseplantshop.com/collections/all-plants/products/hoya-carnosa-tricolor	Hoya Carnosa 'Tricolor'	22.99
https://houseplantshop.com/collections/all-plants/products/chinese-evergreen-lady-valentine-plant-in-6-pot	Chinese Evergreen 'Lady Valentine'	22.99
https://houseplantshop.com/collections/all-plants/products/succulent-string-of-dolphins	Succulent 'String of Dolphins'	24.99
https://houseplantshop.com/collections/all-plants/products/philodendron-neon	Philodendron Cordatum 'Neon'	13.99
https://houseplantshop.com/collections/all-plants/products/snake-plant-in-pot-sansevieria-gold-hahnii	Snake Plant 'Gold Hahnii'	13.99
https://houseplantshop.com/collections/all-plants/products/snake-plant-in-pot-sansevieria-black-gold	Snake Plant 'Black Gold'	19.99
https://houseplantshop.com/collections/all-plants/products/calathea-roseopicta-medallion-zebra-plant-in-4-pot	Calathea Roseopicta 'Medallion'	26.99
https://houseplantshop.com/collections/all-plants/products/aralia-fabian-stump-plant-in-6-pot	Aralia Fabian Stump 'Polyscias Scutellaria'	29.99
https://houseplantshop.com/collections/all-plants/products/snake-plant-moonshine-sansevieria	Snake Plant 'Moonshine'	24.99
https://houseplantshop.com/collections/all-plants/products/air-plant-3-pack-three-air-plant-varieties-2-3-large-great-in-terrariums-vibrant-fun-unique-decor-or-gift	3 Small Tillandsia Air Plant Pack	9.99
https://houseplantshop.com/collections/all-plants/products/potting-soil-1-lb-bag	Indoor Plant Potting Soil - 1 lb Bag	14.99
https://houseplantshop.com/collections/all-plants/products/philodendron-prince-of-orange	Philodendron 'Prince of Orange'	22.99
https://houseplantshop.com/collections/all-plants/products/snake-plant-starfish-sansevieria	Snake Plant 'Starfish'	44.99
https://houseplantshop.com/collections/all-plants/products/calathea-ornata-plant-in-4-pot	Calathea 'Ornata'	27.99
https://houseplantshop.com/collections/all-plants/products/philodendron-congo-rojo	Philodendron 'Congo Rojo'	22.99
https://houseplantshop.com/collections/all-plants/products/cotton-candy-fern	Cotton Candy Fern	19.99
https://houseplantshop.com/collections/all-plants/products/dracaena-marginata-cane-plant-in-6-pot	Dracaena 'Marginata Cane'	22.99
https://houseplantshop.com/collections/all-plants/products/snake-plant-laurentii-dwarf-sansevieria	Snake Plant 'Laurentii Dwarf'	19.99
https://houseplantshop.com/collections/all-plants/products/syngonium-white-butterfly	Syngonium 'White Butterfly'	12.99
https://houseplantshop.com/collections/all-plants/products/english-ivy-gold-child-in-4-pot	English Ivy 'Gold Child'	19.99
https://houseplantshop.com/collections/all-plants/products/anthurium-white-houseplant-in-4-pot-live-plant	Anthurium 'White'	24.99
https://houseplantshop.com/collections/all-plants/products/peperomia-ginny-6-pot-live-plant-house-plant-free-care-guide	Peperomia 'Ginny'	13.99
https://houseplantshop.com/collections/all-plants/products/easy-care-house-plant-bundle	Easy Care Variety Bundle	39.99
https://houseplantshop.com/collections/all-plants/products/tillandsia-air-plant-variety-w-spray-10-pack	Tillandsia Air Plant Variety w/ Spray - 10 Pack	23.99
https://houseplantshop.com/collections/all-plants/products/ficus-ruby-pink-elastica	Ficus Elastica 'Ruby Pink'	22.99
https://houseplantshop.com/collections/all-plants/products/spider-plant-hawaiian	Spider Plant 'Hawaiian'	19.99
https://houseplantshop.com/collections/all-plants/products/ficus-elastica-tineke-plant-rubber-plant	Ficus Elastica 'Tineke'	22.99
https://houseplantshop.com/collections/all-plants/products/peperomia-rana-verde	Peperomia 'Rana Verde'	19.99
https://houseplantshop.com/collections/all-plants/products/english-ivy-glacier-in-4-pot	English Ivy 'Glacier'	19.99
https://houseplantshop.com/collections/all-plants/products/air-purifying-bundle	Air Purifying Variety Bundle	39.99
